id	parent_component_id	component_id	desscription	type_id	level_id	template_type_id	creator_id	component_picture_url	background_color	created_at	updated_at	privacy_id	order	status
72	NULL	72		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
73	NULL	73		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
74	NULL	74		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
75	NULL	75		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
76	NULL	76		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
77	NULL	77		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
78	NULL	78		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
79	NULL	79		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
80	NULL	80		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
81	NULL	81		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
82	NULL	82		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
83	NULL	83		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
84	NULL	84		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
85	NULL	85		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
86	NULL	86		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
87	NULL	87		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
88	NULL	88		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
89	NULL	89		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
90	NULL	90		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
91	NULL	91		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
92	NULL	92		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
93	NULL	93		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
94	NULL	94		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
95	NULL	95		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
96	NULL	96		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
97	NULL	97		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
98	NULL	98		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
99	NULL	99		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
100	NULL	100		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
101	NULL	101		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
102	NULL	102		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
103	NULL	103		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
104	NULL	104		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
105	NULL	105		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
106	NULL	106		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
107	NULL	107		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
108	NULL	108		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
109	NULL	109		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
110	NULL	110		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
111	NULL	111		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
112	NULL	112		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
113	NULL	113		104	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
114	NULL	114		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
115	NULL	115		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
116	NULL	116		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
117	NULL	117		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
118	NULL	118		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
119	NULL	119		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
120	NULL	120		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
121	NULL	121		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
122	NULL	122		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
123	62	123		11	30001	7001	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
124	NULL	124		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
125	NULL	125		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
126	NULL	126		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
127	NULL	127		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
128	NULL	128		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
129	NULL	129		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
130	NULL	130		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
131	NULL	131		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
132	NULL	132		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
133	NULL	133		13	30001	7002	1	fashion.jpg		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
134	NULL	134		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
135	NULL	135		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
136	NULL	136		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
137	NULL	137		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
138	NULL	138		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
139	NULL	139		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
140	NULL	140		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
141	NULL	141		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
142	NULL	142		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
143	NULL	143		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
144	NULL	144		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
145	NULL	145		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
146	NULL	146		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
147	NULL	147		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
148	NULL	148		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
149	NULL	149		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
150	NULL	150		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
151	NULL	151		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
152	NULL	152		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
153	NULL	153		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
154	NULL	154		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
155	NULL	155		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
156	NULL	156		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
157	NULL	157		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
158	NULL	158		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
159	NULL	159		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
160	NULL	160		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	101	0
161	NULL	161		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
162	NULL	162		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
163	NULL	163		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
164	NULL	164		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
165	NULL	165		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
166	NULL	166		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
167	NULL	167		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
168	NULL	168		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
169	NULL	169		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
170	NULL	170		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
171	NULL	171		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
172	NULL	172		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
173	NULL	173		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
174	NULL	174		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
175	NULL	175		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
176	NULL	176		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
177	NULL	177		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
178	NULL	178		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
179	NULL	179		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
180	NULL	180		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
181	NULL	181		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
182	NULL	182		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
183	NULL	183		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
184	NULL	184		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
185	NULL	185		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
186	NULL	186		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
187	NULL	187		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
188	NULL	188		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
189	NULL	189		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
190	NULL	190		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
191	NULL	191		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
192	NULL	192		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
193	NULL	193		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
194	NULL	194		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
195	NULL	195		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
196	NULL	196		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
197	NULL	197		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	10005	0
198	NULL	198		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
199	NULL	199		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
200	NULL	200		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
201	NULL	201		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
202	NULL	202		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
203	NULL	203		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
204	NULL	204		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
205	NULL	205		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
206	NULL	206		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
207	NULL	207		11	30001	7001	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
208	NULL	208		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
209	NULL	209		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
210	NULL	210		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
211	NULL	211		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
212	NULL	212		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
213	NULL	213		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
214	NULL	214		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
215	NULL	215		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
216	NULL	216		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
217	NULL	217		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
218	NULL	218		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
219	NULL	219		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
220	NULL	220		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
221	NULL	221		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
222	NULL	222		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
223	NULL	223		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
224	NULL	224		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
225	NULL	225		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
226	NULL	226		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
227	NULL	227		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
228	NULL	228		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
229	NULL	229		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
230	NULL	230		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
231	NULL	231		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
232	NULL	232		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
233	NULL	233		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
234	NULL	234		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
235	NULL	235		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
236	NULL	236		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	10001	0
237	NULL	237		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
238	NULL	238		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
239	NULL	239		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
240	NULL	240		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
241	NULL	241		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
242	NULL	242		13	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
243	NULL	243		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
244	NULL	244		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
245	NULL	245		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
246	NULL	246		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
247	NULL	247		102	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
248	NULL	248		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
249	NULL	249		12	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
250	NULL	250		11	30001	7002	1	default.png		0000-00-00 00:00:00	0000-00-00 00:00:00	10002	1	0
